iter	Passed	Remaining
895	1371	159
896	1372	157
897	1373	156
898	1375	154
899	1376	152
900	1377	151
901	1378	149
902	1380	148
903	1381	146
904	1382	145
905	1384	143
906	1385	142
907	1386	140
908	1388	139
909	1390	137
910	1391	135
911	1393	134
912	1394	132
913	1396	131
914	1397	129
915	1398	128
916	1400	126
917	1401	125
918	1403	123
919	1405	122
920	1406	120
921	1408	119
922	1409	117
923	1411	116
924	1412	114
925	1413	112
926	1415	111
927	1416	109
928	1418	108
929	1419	106
930	1421	105
931	1422	103
932	1423	102
933	1425	100
934	1426	99
935	1427	97
936	1429	96
937	1430	94
938	1431	93
939	1433	91
940	1435	89
941	1436	88
942	1438	86
943	1439	85
944	1441	83
945	1442	82
946	1443	80
947	1445	79
948	1446	77
949	1448	76
950	1450	74
951	1452	73
952	1453	71
953	1455	70
954	1456	68
955	1458	67
956	1459	65
957	1461	64
958	1462	62
959	1464	61
960	1466	59
961	1467	57
962	1469	56
963	1470	54
964	1472	53
965	1473	51
966	1475	50
967	1476	48
968	1477	47
969	1478	45
970	1480	44
971	1481	42
972	1482	41
973	1484	39
974	1485	38
975	1486	36
976	1487	35
977	1488	33
978	1489	31
979	1490	30
980	1491	28
981	1492	27
982	1494	25
983	1495	24
984	1496	22
985	1498	21
986	1499	19
987	1500	18
988	1501	16
989	1502	15
990	1503	13
991	1504	12
992	1505	10
993	1507	9
994	1508	7
995	1509	6
996	1511	4
997	1512	3
998	1513	1
999	1515	0
